Delivery_Contractor,Property_ID,Postcode_1,Participant_Age,EmployStatus,EmployType,HouseIncome,Date_Contact,Tenure,Tenure_Length,Social_Group,HP_Awareness,Date_Survey,Name_Survey,House_Type,House_Form,House_Env,House_Age,House_SAP,No_Adults,No_Child,No_Storeys,Total_Floor_Area,Habitable_Rooms,Bedrooms,Heated_rooms,Floor_Height,Wall_Type,Floor_Type,Roof_Type,Glazed_Type,Mains_Gas_Flag,Main_Fuel,Heat_Primary_Source,Heat_Secondary_Source,TS_Existing,TS_Existing_Size,No_Underfloor,Existing_Fires,Existing_Cooking,Outside_Space,Outside_Access,Elec_currentuse,Gas_currentuse,MCS_SHLoad,MCS_Hloss,MCS_SHAnnual,MCS_DHWAnnual,MCS_Immersion,MCS_Flow_Temp,MCS_SCOP,Suit_ASHP,Suit_GSHP,Suit_HTASHP,Suit_Hybrid,HP_Recommend,Measures_Recommend,EstCost_System,EstCost_Ancillary,EstCost_Running,EstCost_Etariff,EstCost_Gtariff,Part_Install_Decision,Date_Installation,Name_Install,HP_Installed,HP_Installed_Detail,HP_Brand,HP_Model,HP_Size_kW,HP_Refrigerant,GSHP_Space,TS_Type,TS_Water_Size,TS_PCM_Size,HP_Control_Zones,Measures_emitters_LT,Measures_emitters_Std,Measures_Fanassist,HP_Aesthetic,HP_Noise,Cooling,Cooling_Rooms,Fires_replaced,Cook_Replaced,Gas_disconnect,Measures_Loft,Measures_Windows,Measures_Doors,Measures_WI,Measures_DP,Cost_HP,Cost_TS,Cost_Install,Cost_Emitters,Cost_Cooling,Cost_LI,Cost_WI,Cost_Window,Cost_Door,Cost_DP,Install_time_HP,Install_time_measures
Warmworks,EOH0206,EH11,43.0,Working Full time (>30hrs),Professional,"50,001+",2021-04-20T00:00:00.000Z,Owner-Occupied,2.9999999999999996,AB,3.0,20/05/2021,Warmworks,House,Detached,Urban,1919-1944,B,2.0,0.0,2.0,86.68,4.0,3.0,4.0,2.7,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,0.0,No,No,192.71101290168008,376.5176880019717,5.9,7.649867479689419,15574.999999999998,3937.0,0.0,40.01276359980693,2.9010428491653872,Yes,No,Yes,Yes,ASHP,,9506.209413528826,0.00975130214425235,739.62,18.0,5.0,No,,,,,,,3.0152279754402116,,1.6031174868494369e-12,,128.53800430893898,7.0011805362737505,1.0001092781258194,0.2181234024465084,0.0008337152648891788,0.0001187795860460028,,,,4.201694547845136e-11,2.8651948369429192e-08,3.811479132309614e-07,,,5.247501651955977e-13,4.872466519145746e-08,,,3174.8053516892064,1019.6883064903132,1610.2368067743855,8.902257358618082,1.0685640469253882e-13,0.0002939021541624243,0.010503456906008068,6.143204278608039e-10,7.857907359398731e-06,2.923033559990018e-12,1.0464755198918283,0.00015884825643297518
Warmworks,EOH1942,TD2,42.0,Working Full time (>30hrs),Professional,Prefer not to say,2021-04-20T00:00:00.000Z,Owner-Occupied,16.0,AB,3.0,25/05/2021,Warmworks,House,Detached,Rural,1991-2000,C,2.0,1.0,2.0,112.46999999999998,5.0,3.0,5.000000000000001,2.6,Cavity_Insulated,Solid,Pitched,Double,No,Oil,Oil Boiler,Fire - Wood,Water,Normal (90-130l),0.0,0.0,0.0,No,No,191.55319360049907,375.7641587104881,7.0,57.0,17252.0,4775.0,0.0,50.0,3.65,Yes,No,Yes,No,HT_ASHP,,9506.204891958569,0.0091138820849892,838.9999999999999,18.0,5.0,Yes,24/08/2021,Everwarm,HT_ASHP,,Vaillant,VWL 75/6 A 230V S2,7.000000000000001,R290,0.0,Water_New,200.0,7.001172194679384,1.0,0.19223826006054878,12.0,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,No,No,0.0,0.0,,No,11215.17,3572.208,1610.23,3246.91,8.804902743323947e-14,0.00025577286023690247,0.010302721420885064,5.466797570186088e-10,6.746243679889297e-06,2.510457770485419e-12,3.0,0.0
Warmworks,EOH0469,EH13,57.0,Working Full time (>30hrs),Professional,Prefer not to say,2021-04-21T00:00:00.000Z,Owner-Occupied,31.0,C1,4.0,14/06/2021,Warmworks,House,Detached,Urban,1991-2000,C,4.0,0.0,2.0,124.65999999999998,7.0,5.0,6.999999999999999,2.4,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Standard,,Water,Medium (131-170l),0.0,1.0,0.0,No,No,6483.000000000001,29156.0,7.599999999999998,7.366907554678619,18732.0,4775.0,0.0,40.007668473699596,2.9005898804590102,Yes,No,Yes,Yes,HT_ASHP,,9506.063536388088,0.004251219752802626,849.0,18.0,5.0,No,,,,,,,3.009476984385401,,2.492150637332241e-13,,127.36803367733955,7.0006360170809785,1.0000516033833264,0.148362061008811,0.00043352937063900754,6.824861338827759e-05,,,,8.551333252615478e-12,8.188060895975013e-09,1.4000460168972495e-07,,,7.382495222779673e-14,1.512941949499691e-08,,,3129.2123499720356,1017.7803742015105,1610.2326324530782,5.04390201187809,1.3118283857197627e-14,0.0001033117512224635,0.005161760782357305,1.5377341067157602e-10,1.8945215146670693e-06,4.918188794590661e-13,1.0326310410164297,7.27013962205092e-05
Warmworks,EOH2626,KY12,47.0,Working Full time (>30hrs),Professional,"30,001 - 40,000",2021-04-22T00:00:00.000Z,Owner-Occupied,5.999999999999999,AB,3.0,01/06/2021,Warmworks,House,Detached,Suburban,1965-1980,D,2.0,2.0,2.0,109.27,6.0,3.0,6.0,2.4,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Standard,Fire - Wood,Water,No access,0.0,0.0,0.0,No,No,5561.0,25211.000000000004,10.0,7.617538155056536,15350.999999999998,4075.0,0.0,40.011812850425486,2.900963732395321,No,No,Yes,Yes,HT_ASHP,,9506.204743871987,0.009102121466185054,1112.0,14.999999999999998,2.0433201199077304,Yes,,,,,,,3.0144105264917016,,1.358543702881243e-12,,129.1891373693943,7.001058541296516,1.0000964099763223,0.20333008840680122,0.000783686620707158,0.00010639071115292609,,,,3.468403689255162e-11,2.5312228757456978e-08,3.3168564073093876e-07,,,4.0585221815214734e-13,4.473623604894783e-08,,,3191.2730593991837,1019.1654769731778,1610.2358629235505,7.982719454594189,8.201704154156206e-14,0.0002464096993367093,0.009858559678832535,5.457275742415391e-10,6.711065819064999e-06,2.3474739947043632e-12,1.0447595859877765,0.00014649461991211865
Warmworks,EOH3175,EH22,51.0,Working Full time (>30hrs),Professional,Prefer not to say,2021-04-22T00:00:00.000Z,Owner-Occupied,2.9999999999999996,C1,2.0,10/06/2021,Warmworks,House,End-Terrace,Suburban,1945-1964,C,2.0,0.0,2.0,73.0,3.0,2.0,3.0,2.44,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,0.0,No,No,195.53581603517523,381.29470309847966,2.2579596197805114,7.759977602399886,1948.6454951420892,956.9389518678654,0.3539873251138488,40.01690757344477,2.9013309583533555,Yes,No,Yes,Yes,ASHP,,9506.398760390377,0.0164854602246578,282.0070128375199,12.004535434143618,2.0447219507745467,No,,,,,,,3.018882740638219,,4.381377639167683e-12,,132.99189060926437,7.00149369535211,1.0001643721589062,0.24040624499320984,0.0012634312151931226,0.00017248716903850436,,,,1.0032789876657233e-10,5.6639336776243e-08,6.674880523860338e-07,,,1.42607334361472e-12,9.399577294288974e-08,,,3256.4926567210255,1020.4751437580585,1610.2412920222675,10.643285223311977,3.0794445227307066e-13,0.0005027163000022484,0.01641643939365167,1.386030401562266e-09,1.7765003592185028e-05,8.004465146260742e-12,1.0585191482678056,0.0002526536427467363
Warmworks,EOH2117,EH30,31.0,Working Full time (>30hrs),Professional,Prefer not to say,2021-04-22T00:00:00.000Z,Owner-Occupied,2.0,C1,2.0,05/07/2021,Warmworks,House,Semi-Detached,Suburban,1945-1964,C,2.0,1.0,2.0,100.8,5.0,3.0,5.000000000000001,2.6,Cavity_No_insulation,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,0.0,No,No,192.39443707250757,377.9219535809243,7.0,60.0,9046.0,4075.0,156.0,50.0,3.65,Yes,No,Yes,Yes,ASHP,,9506.259272430656,0.0114529583293006,744.0,14.0,2.0439600736869035,Yes,17/09/2021,TK Murray,HT_ASHP,,Vaillant,VWL 75/6 A 230V S2,7.000000000000001,R290,0.0,Water_New,200.0,7.0013214071514085,1.0,0.2157367393374443,11.0,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,Yes,No,0.0,0.0,,No,11215.17,3572.208,1610.23,2976.33,1.4018441355651e-13,0.0003463260952685232,0.012815834452339914,7.883111385886821e-10,9.480199783196143e-06,3.978537551491135e-12,3.0,0.0
Warmworks,EOH2519,EH4,47.0,Working Full time (>30hrs),Professional,Prefer not to say,2021-04-22T00:00:00.000Z,Owner-Occupied,5.0,C1,5.0,28/06/2021,Warmworks,House,Mid-Terrace,Urban,1981-1990,C,3.0,2.0,2.0,80.08,4.0,3.0,4.0,2.32,Cavity_No_insulation,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,No,No,192.4389725572546,376.71313442196697,2.257705366455375,7.618064004927874,1939.1390471279155,956.4567010735918,0.25626909648381113,40.01315994450124,2.901062279422767,Yes with additional measures,No,Yes,Yes,HT_ASHP,,9506.244408057653,0.01100531060603771,281.32114111968315,12.003559243471827,2.0439270417502846,No,,,,,,,3.015311195747927,,1.855552820770323e-12,,132.27336034178734,7.00114865557407,1.0001124952541431,0.2091432549059391,0.000895387329364894,0.00012545767822302878,,,,4.6572874029537914e-11,3.1312641368685945e-08,4.0946849821921205e-07,,,5.78105543037194e-13,5.48354037732679e-08,,,3213.155953459069,1019.4695572397345,1610.2371785328642,8.077915777043673,1.185071057127965e-13,0.0003140559145799671,0.01165029334515566,7.024140713518534e-10,9.129756806958157e-06,3.5541556676899067e-12,1.0476167453452945,0.00017439233852201141
Warmworks,EOH3103,EH13,33.0,Working Full time (>30hrs),Manager,Prefer not to say,2021-04-23T00:00:00.000Z,Owner-Occupied,0.5,C1,4.0,14/06/2021,Warmworks,House,Detached,Suburban,1965-1980,C,2.0,2.0,2.0,163.19,8.0,4.0,8.0,2.44,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,Water,Medium (131-170l),0.0,0.0,1.0,Yes - Borehole,Yes,188.7753230080707,370.52864723314997,10.6,7.436215248890221,25985.0,5905.0,0.0,40.00938193988986,2.900688183601014,Yes,Yes,Yes,Yes,GSHP,,9506.109082840709,0.005515116821470656,1704.9200000000003,18.0,5.0,No,,,,,,,3.0112309141550213,,4.800558821987932e-13,,128.17098200321198,7.000776217442763,1.0000614755117567,0.1679459773004055,0.0005503976299223723,7.953607564559206e-05,,,,1.3699754004836695e-11,1.2920382985726064e-08,1.9102643022961274e-07,,,1.3487138923046205e-13,2.226713746722453e-08,,,3146.989330293564,1018.1360345290926,1610.2334239491756,6.176808378804708,2.704846742906334e-14,0.0001480397694342628,0.006585853043361567,2.351410455236902e-10,2.81142169364923e-06,8.524898994187458e-13,1.0369079187512398,9.211797259922605e-05
Warmworks,EOH3104,EH7,47.0,Training or Education,Casual worker,"50,001+",2021-04-24T00:00:00.000Z,Owner-Occupied,20.0,DE,5.0,30/06/2021,Warmworks,House,Mid-Terrace,Urban,1965-1980,D,3.0,0.0,3.0,105.99,6.0,3.0,6.0,2.39,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Standard,Electric - Direct,Water,Normal (90-130l),0.0,0.0,1.0,No,No,3279.0000000000005,373.2578602982685,2.2575067338895716,7.527765435166657,20984.0,2250.0,0.0,40.01030111598084,2.9008696665428575,Yes,No,Yes,Yes,ASHP,,9506.142690075249,0.007144920186334502,919.0000000000001,18.0,5.0,No,,,,,,,3.0130677479319274,,8.33126428088915e-13,,128.19771692156792,7.000909369366127,1.00008313159924,0.18427200615406036,0.000664810992020648,8.988619083538651e-05,,,,2.250820189952929e-11,1.8132912060764284e-08,2.5925712066054984e-07,,,2.509077743750171e-13,3.2214131806540536e-08,,,3163.790444477573,1018.9681080208765,1610.2345833442248,7.0305933793308215,4.8117858032466557e-14,0.00019771137759335032,0.007953171007102355,3.708033602389804e-10,4.4952192784109e-06,1.4810387074723486e-12,1.0408423789776862,0.00011793462999776239
Warmworks,EOH3140,DD8,45.0,Working Part time,Professional,"40,001 - 50,000",2021-04-24T00:00:00.000Z,Owner-Occupied,16.0,C1,1.0,07/06/2021,Warmworks,Maisonette,End-Terrace,Suburban,1919-1944,C,3.0,1.0,1.0,75.6,5.0,4.0,5.000000000000001,2.57,Cavity_Insulated,Suspended,Another Dwelling Above,Double,Yes,Gas,Gas Boiler - Standard,,Water,Normal (90-130l),0.0,0.0,0.0,No,No,4882.0,14514.0,2.258069913178035,7.735906170681119,1949.9096978176385,957.130053356741,0.3369112684918946,40.01914832246257,2.9013155847694723,Yes,No,Yes,Yes,HT_ASHP,,9506.445416322456,0.016753661728671432,282.1119919036189,12.004690169862005,2.0448638698027937,No,,,,,,,3.0196394447702914,,4.4385146599768e-12,,134.8435379564762,7.001473398151575,1.0001651678758208,0.24438254535198212,0.0013155040032870602,0.00019190867897123098,,,,1.1017435574967038e-10,6.019539711132893e-08,7.364837983914185e-07,,,1.4781404182248603e-12,1.0175372722187603e-07,,,3286.389115832653,1020.5273021636996,1610.241729756588,10.789789932580899,3.270819216600468e-13,0.0005214521988591514,0.0174164761119755,1.4312447893516378e-09,1.951185889019769e-05,8.526317672730155e-12,1.0597554864361882,0.00026951098334393464
Warmworks,EOH2710,KY7,75.0,Retired,Pensioner,Prefer not to say,2021-04-24T00:00:00.000Z,Owner-Occupied,9.0,DE,1.0,15/06/2021,Warmworks,House,Detached,Suburban,1991-2000,C,2.0,0.0,1.0,80.5,4.0,3.0,4.0,2.6,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,No,No,195.31212669378147,381.57944417907856,2.2579735947875816,7.761568968184292,1948.4704477359774,956.8841685338703,0.3357396926938236,40.01722907909425,2.901305714254267,Yes,No,Yes,Yes,ASHP,,9506.369938322207,0.015432452634968286,282.0299195640069,12.004640472305473,2.044667008398101,No,,,,,,,3.0201445856364444,,3.998415314121484e-12,,133.50225910544395,7.001514983989182,1.0001587960650795,0.24158479645848274,0.0011874843658006284,0.00016990739095490426,,,,9.230008424232494e-11,5.635700262018872e-08,6.40130110696191e-07,,,1.3271514963386633e-12,8.848715538078977e-08,,,3250.3374474463426,1020.4085086170024,1610.2402735760725,9.973511889486108,2.8917284690919975e-13,0.0004944963942079994,0.016318803318426944,1.2928740300566233e-09,1.62705848750111e-05,7.566414508830555e-12,1.0563307702541351,0.0002510487602194189
Warmworks,EOH1613,ML5,46.0,Working Full time (>30hrs),Professional,Prefer not to say,2021-04-24T00:00:00.000Z,Owner-Occupied,11.999999999999998,C1,3.0,09/06/2021,Warmworks,House,Semi-Detached,Suburban,1945-1964,C,2.0,3.0000000000000004,2.0,113.65,8.0,4.0,8.0,2.46,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,No,No,192.9397651636973,376.6071120009292,2.2576991815821277,7.647345096804202,1940.2822920909384,956.4929250511195,0.2605851359643566,40.01349088124698,2.901054739020765,Yes,No,Yes,Yes,ASHP,,9506.258969498107,0.010951976827300314,281.36224586944564,12.003830752933863,2.043726075102459,No,,,,,,,3.015826576272957,,1.8710196152821323e-12,,130.57531416416168,7.0012157827441115,1.000117439431051,0.21832894533872604,0.0008860066918714438,0.00013308024790603667,,,,4.808673945144726e-11,3.302830009488389e-08,4.264942674581107e-07,,,5.94063210082596e-13,5.5803997867087674e-08,,,3207.2655611336418,1019.5115770764136,1610.2373120864224,8.695939987502062,1.24329474666951e-13,0.00031264633067621615,0.011932349480048288,7.423996417621481e-10,9.387228922985714e-06,3.6239234269680454e-12,1.0496796993538737,0.00017609295446163742
Warmworks,EOH3190,EH49,27.0,Working Full time (>30hrs),Manager,Prefer not to say,2021-04-24T00:00:00.000Z,Owner-Occupied,0.9,C1,3.0,08/06/2021,Warmworks,House,Mid-Terrace,Rural,Pre 1919,C,2.0,0.0,2.0,133.4,8.0,4.0,8.0,2.64,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,0.0,No,No,7186.85,16000.000000000002,2.2577663058030266,7.621149766258895,1940.582247163169,956.5748944332445,0.28016660994835546,40.01392257108819,2.9011195646319536,Yes,Yes,Yes,Yes,HT_ASHP,,9506.295982584013,0.012074765915201624,281.6762763828598,12.003891586889512,2.044029333695071,No,,,,,,,3.0165973065886647,,2.4366791136903876e-12,,132.1073204278946,7.001242968864972,1.0001246949250344,0.21439548581838608,0.001005148318654392,0.00013692570792045444,,,,5.941805381048937e-11,3.8019617676354756e-08,4.731448655093118e-07,,,7.644337636850129e-13,6.482063241719516e-08,,,3222.5385734318943,1019.6826517129502,1610.2382982040144,8.694515909504844,1.6054666548016155e-13,0.00035720991467769637,0.012925862392876297,8.944857632364744e-10,1.0790300217733418e-05,4.446598471374852e-12,1.051775083411485,0.000192225866157969
Warmworks,EOH1773,EH33,36.0,Working Full time (>30hrs),Skilled Manual Worker,"40,001 - 50,000",2021-04-25T00:00:00.000Z,Owner-Occupied,2.0,C2,2.0,16/06/2021,Warmworks,House,Mid-Terrace,Suburban,1965-1980,D,2.0,0.0,2.0,83.4,4.0,2.0,4.0,2.35,Cavity_No_insulation,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,0.0,No,No,193.22753077518428,377.62898065301124,4.9,7.667717586271465,12473.0,2865.0,0.0,40.01452329743188,2.9010891917999833,Yes with additional measures,No,Yes,Yes,HT_ASHP,,9506.279873923766,0.012336824603892182,649.0000000000001,18.0,5.0,Yes,,,,,,,3.0164580572163686,,2.514934007574743e-12,,132.5498715043068,7.0012660925713135,1.0001274245914828,0.22258389741182327,0.0010062004294013605,0.00013738044071942568,,,,5.98945823493402e-11,3.942390591760159e-08,4.784159273185651e-07,,,7.830829084135016e-13,6.3153223095469e-08,,,3209.049689433742,1019.6658582742978,1610.2383495324577,9.203879157374613,1.6450539932003072e-13,0.00037282576252437136,0.012838354450650513,8.673027296346447e-10,1.069553217032393e-05,4.6782699242298165e-12,1.049871453549713,0.00019851710658258526
Warmworks,EOH1265,KY2,69.0,Retired,Pensioner,"30,001 - 40,000",2021-04-25T00:00:00.000Z,Owner-Occupied,5.0,C2,2.0,15/06/2021,Warmworks,House,Semi-Detached,Suburban,1945-1964,B,2.0,1.0,2.0,111.08,5.0,3.0,5.000000000000001,2.6,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Standard,Fire - Wood,Water,Normal (90-130l),0.0,0.0,0.0,No,No,192.2676030243747,376.80811727559194,5.9,7.686926240101457,23109.999999999996,2250.0,0.0,40.012807703751605,2.9010418467316774,Yes,No,Yes,Yes,ASHP,,9506.227967227507,0.010377087976451094,1012.0,18.0,5.0,Yes,,,,,,,3.016372569836676,,1.8083493686857355e-12,,128.8365676999092,7.0011860175436595,1.0001109731329052,0.20716175436973572,0.0008475054964947049,0.0001135812999564223,,,,4.055353969301123e-11,3.133905224217415e-08,3.914709907348879e-07,,,5.37115328342469e-13,5.1672806478109123e-08,,,3184.7436935996357,1019.7634297820086,1610.236765445858,8.827052873707144,1.1252324484505027e-13,0.00028814143435283766,0.01105363935494097,6.491264747943148e-10,8.285258968498966e-06,3.047124401758805e-12,1.0460824999026954,0.00016353432056348538
Warmworks,EOH2568,PH2,51.0,Working Full time (>30hrs),Professional,"50,001+",2021-04-25T00:00:00.000Z,Owner-Occupied,20.0,AB,4.0,23/06/2021,Warmworks,House,Detached,Rural,Pre 1919,D,2.0,2.0,2.0,173.12,6.0,3.0,6.0,2.2,Cavity_No_insulation,Suspended,Pitched,Double,No,Wood,Biomass Boiler,Fire - Wood,Water,Medium (131-170l),0.0,0.0,0.0,No,No,189.98167214734713,372.99453818798065,9.0,54.0,22490.999999999996,4921.0,0.0,50.0,3.9200000000000004,Yes,Yes,Yes,No,HT_ASHP,,9506.121288874609,0.006467580224125413,1466.1600000000003,18.0,5.0,Yes,20/09/2021,Everwarm,HT_ASHP,,Vaillant,VWL 125/6 A 230V S2,12.0,R290,0.0,Water_New,200.0,7.000942118247622,1.0,0.1658249832689762,13.0,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,No,No,0.0,0.0,,No,17943.13,3572.208,1610.23,3517.48,4.0384891069299156e-14,0.00017742400761221687,0.007356087735388428,3.1414382206662594e-10,4.163833575032694e-06,1.2970065559753108e-12,3.0,0.0
Warmworks,EOH1004,EH4,63.0,Retired,Pensioner,Prefer not to say,2021-04-25T00:00:00.000Z,Owner-Occupied,23.999999999999996,DE,2.0,03/06/2021,Warmworks,House,Semi-Detached,Suburban,1945-1964,D,4.0,0.0,3.0,140.78999999999996,6.0,4.0,5.000000000000001,2.54,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Combi,,,,0.0,0.0,1.0,No,No,191.13646069404786,374.4049608114874,2.257566649174525,7.5651437025517225,1935.9880452635698,956.2068412387889,0.21365654363635259,40.01160235624411,2.9009132875176142,Yes,No,Yes,Yes,ASHP,,9506.178450674654,0.008375934631999371,280.88971975927245,12.003291028153617,2.0432567416870735,No,,,,,,,3.01354457763955,,1.103264831922579e-12,,130.13756647706032,7.001005432874081,1.000093070912044,0.20013079047203064,0.0007245833330671303,0.00010595526691759005,,,,2.9322093364481105e-11,2.2594079496229824e-08,3.104366044226481e-07,,,3.4556290663158296e-13,3.8491855036681955e-08,,,3175.544757441701,1019.0377650499529,1610.2355505599303,7.46209663528949,6.755822301324904e-14,0.00023771274543832988,0.009273408068111166,4.79967843247664e-10,5.9693103799940425e-06,2.1331430545556973e-12,1.0427979151718318,0.00014115003432380036
Warmworks,EOH2019,DD3,34.0,Working Full time (>30hrs),Skilled Manual Worker,"50,001+",2021-04-25T00:00:00.000Z,Owner-Occupied,9.0,C2,3.0,07/06/2021,Warmworks,House,Semi-Detached,Urban,1981-1990,E,2.0,2.0,2.0,68.8,5.0,3.0,5.000000000000001,2.4,Cavity_No_insulation,Suspended,Pitched,Double,No,Electricity,Electric - Direct,,Water,Normal (90-130l),0.0,0.0,0.0,No,No,13087.0,377.94443420355674,2.2578216903933064,7.684745405800641,1944.5711193379248,956.6650234645931,0.2829735695955606,40.01582609984325,2.9011181507026773,Yes,No,Yes,Yes,ASHP,,9506.314686929041,0.013439392781151582,281.46450045638255,12.004076252190861,2.0442894935404183,Yes,,,,,,,3.016153157223016,,2.63652814858073e-12,,131.0876965522766,7.001252432790352,1.000130985308715,0.22886022925376892,0.001042984727973817,0.00015022553270682693,,,,6.489354192895647e-11,4.1262111949436076e-08,5.170083454686392e-07,,,8.285277303642091e-13,6.931779239494062e-08,,,3226.601134987641,1020.1495824525412,1610.2389590733583,9.642236005251762,1.707137035900086e-13,0.00039136841178105897,0.01379231434839312,9.008223611495225e-10,1.2827467337128696e-05,4.684457682868626e-12,1.0527066560462117,0.00019728717416001018
Warmworks,EOH2526,EH32,40.0,Working Full time (>30hrs),Professional,"40,001 - 50,000",2021-04-25T00:00:00.000Z,Owner-Occupied,1.0,C1,3.0,16/06/2021,Warmworks,House,Mid-Terrace,Suburban,1945-1964,C,2.0,0.0,2.0,95.35,5.0,3.0,5.000000000000001,2.39,Cavity_Insulated,Suspended,Pitched,Double,Yes,Gas,Gas Boiler - Standard,,Water,Normal (90-130l),0.0,0.0,0.0,No,No,190.81667971843854,374.339341806015,6.6,86.0,19808.0,3937.0,0.0,50.0,3.81,Yes,No,Yes,Yes,ASHP,,9506.189206060011,0.00862440134744702,940.68,18.0,5.0,Yes,29/09/2021,Everwarm,ASHP,,Mitsubishi,PUZ-WM85VAA,8.5,R32,0.0,Water_New,200.0,7.001132983277785,1.0,8.0,0.0007780709565849975,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,No,No,0.0,0.0,,No,8575.73,3572.208,1610.23,2164.6,7.473251076133003e-14,0.00023112577590609363,0.009418184163223486,5.063759411783053e-10,5.882674977741864e-06,2.3294764554815384e-12,3.0,0.0
Warmworks,EOH2778,EH12,51.0,Working Part time,Professional,"50,001+",2021-04-25T00:00:00.000Z,Owner-Occupied,2.9999999999999996,C1,4.0,06/07/2021,Warmworks,House,Semi-Detached,Urban,1965-1980,C,2.0,2.0,2.0,92.73999999999998,4.0,3.0,4.0,2.44,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Standard,,Water,Normal (90-130l),0.0,0.0,1.0,No,No,2300.0,13000.0,6.1,70.99999999999999,18993.999999999996,3937.0,0.0,50.0,3.81,Yes,No,Yes,Yes,ASHP,,9506.181911061078,0.00824558232312711,281.0788850613078,12.003244256521576,2.0434336531563893,Yes,30/08/2021,Everwarm,ASHP,,Mitsubishi,PUZ-WM85VAA,8.5,R32,0.0,Water_New,150.0,7.001089561657864,1.0,8.0,0.0007565800842712633,0.0,,Low Noise Heat Pump,No,0.0,0.0,0.0,No,No,0.0,0.0,,No,8575.73,3508.272,1610.23,2164.6,6.910757502278514e-14,0.00022434360767420003,0.00942225415201392,4.767898298396744e-10,5.3064403731095675e-06,2.0843212138882405e-12,2.0,0.0
Warmworks,EOH1723,EH45,63.0,Working Full time (>30hrs),Professional,"50,001+",2021-04-25T00:00:00.000Z,Owner-Occupied,14.0,C1,2.0,22/07/2021,Warmworks,House,Detached,Suburban,1991-2000,C,2.0,2.0,2.0,104.09999999999998,5.0,4.0,5.000000000000001,2.31,Cavity_Insulated,Solid,Pitched,Double,Yes,Gas,Gas Boiler - Standard,Fire - Wood,Water,Medium (131-170l),0.0,0.0,0.0,No,No,194.90367518371204,379.7608000707114,2.257881625888513,7.7524722730740905,1946.246971374494,956.7802206840424,0.3266573529162997,40.01613627100596,2.901255015712231,Yes,No,Yes,Yes,ASHP,,9506.349287393577,0.014048931529714537,281.7883404561691,12.004498387468047,2.04423536376853,Yes,,,,,,,3.017868611845188,,3.2776782590143716e-12,,131.44547641277313,7.001411460718373,1.0001393488946633,0.23875974118709564,0.001138241666922113,0.00015733767941128463,,,,7.743251873026935e-11,4.7855390761242234e-08,5.891117780265631e-07,,,1.0019355137225183e-12,8.202773926768714e-08,,,3244.2565990912726,1020.3224192198412,1610.2396510761935,10.590305363923544,2.2067696519960378e-13,0.0004119558347929342,0.01478631475038128,1.0561371777129125e-09,1.4496884759429564e-05,5.8070844140278854e-12,1.0549322394654155,0.00021847548396181082
